date,CutFlowers,PotOwn,PotPurchased,Wholesale,FruitsVegs,Commodity,mean_temp,mean_humid,mean_prec_height_mm,total_prec_height_mm,mean_prec_flag,total_prec_flag,mean_sun_dur_min,total_sun_dur_h,public_holiday,school_holiday,day_of_week,month,is_weekend
2017-05-23,303.0,779.7,10.8,2.5,10.25,92.7,17.3375,64.4090909091,0.0,0.0,0.0,0.0,28.8,11.52,no,no,1,5,0
2017-05-24,340.7,1012.3,78.1,547.06,11.1,205.3,15.2833333333,62.4166666667,0.0,0.0,0.2083333333,1.0,17.1111111111,6.8444444444,no,no,2,5,0
2017-05-25,0.0,0.0,0.0,0.0,0.0,0.0,10.37,84.8,0.0,0.0,0.0,0.0,21.4285714286,8.5714285714,Christi Himmelfahrt,no,3,5,0
2017-05-26,204.0,704.4,125.6,219.19,17.65,131.35,10.284000215650776,75.05882521844694,0.06679274292782288,1.603025830258303,0.20598752416125463,0.0,16.519976411860632,6.607990564743797,no,no,4,5,0
2017-05-27,329.6,345.2,35.7,0.6,4.0,22.25,10.284000215650776,75.05882521844694,0.06679274292782288,1.603025830258303,0.20598752416125463,0.0,16.519976411860632,6.607990564743797,no,no,5,5,1
2017-05-28,0.0,0.0,0.0,0.0,0.0,0.0,10.284000215650776,75.05882521844694,0.06679274292782288,1.603025830258303,0.20598752416125463,0.0,16.519976411860632,6.607990564743797,no,no,6,5,1
2017-05-29,368.9,383.0,3.5,333.76,13.9,76.55,26.0466666667,54.1333333333,0.0,0.0,0.0,0.0,48.3333333333,19.3333333333,no,no,0,5,0
2017-05-30,156.6,322.5,8.4,1242.25,6.8,80.65,20.2583333333,77.0416666667,0.1541666667,3.7,0.2083333333,1.0,14.1111111111,5.6444444444,no,no,1,5,0
2017-05-31,150.8,359.25,35.9,0.0,5.5,73.39,18.2291666667,70.625,0.0,0.0,0.0,0.0,28.2777777778,11.3111111111,no,no,2,5,0
2017-06-01,144.6,263.5,53.1,335.7,15.55,190.45,17.4166666667,67.125,0.0,0.0,0.0,0.0,37.5,15.0,no,no,3,6,0
2017-06-02,214.7,469.3,29.7,0.0,4.5,175.15,18.8583333333,64.0833333333,0.0,0.0,0.0,0.0,46.3888888889,18.5555555556,no,no,4,6,0
2017-06-03,227.1,437.2,39.4,0.0,7.6,83.89,19.6666666667,74.4583333333,0.0166666667,0.4,0.1666666667,1.0,22.7222222222,9.0888888889,no,no,5,6,1
2017-06-04,0.0,0.0,0.0,0.0,0.0,0.0,17.0125,78.7916666667,0.6958333333,16.7,0.4583333333,1.0,17.2777777778,6.9111111111,no,no,6,6,1
2017-06-05,0.0,0.0,0.0,0.0,0.0,0.0,14.5833333333,85.875,0.1958333333,4.7,0.25,1.0,2.3333333333,0.9333333333,Pfingstmontag,no,0,6,0
2017-06-06,212.0,495.9,64.8,235.69,25.5,199.05,14.45,82.3333333333,0.2083333333,5.0,0.1666666667,1.0,3.3888888889,1.3555555556,no,pfingstferien,1,6,0
2017-06-07,207.3,1065.69,53.9,0.0,6.1,125.6,12.5416666667,67.9166666667,0.0166666667,0.4,0.3333333333,1.0,26.4444444444,10.5777777778,no,pfingstferien,2,6,0
2017-06-08,173.0,555.8,46.6,80.98,21.15,171.8,14.3541666667,68.6666666667,0.0,0.0,0.0,0.0,35.6111111111,14.2444444444,no,pfingstferien,3,6,0
2017-06-09,479.6,286.9,48.4,754.95,22.35,149.0,15.625,70.6666666667,0.0916666667,2.2,0.2083333333,1.0,25.6923076923,10.2769230769,no,pfingstferien,4,6,0
2017-06-10,81.6,184.6,43.1,0.0,6.77,50.34,15.2708333333,75.6666666667,0.0,0.0,0.0,0.0,24.4444444444,9.7777777778,no,pfingstferien,5,6,1
2017-06-11,0.0,0.0,0.0,0.0,0.0,0.0,19.3875,64.2916666667,0.0,0.0,0.0416666667,1.0,44.6666666667,17.8666666667,no,pfingstferien,6,6,1
2017-06-12,148.15,484.4,14.1,341.9,0.0,40.39,19.9416666667,60.125,0.0,0.0,0.0,0.0,28.7222222222,11.4888888889,no,pfingstferien,0,6,0
2017-06-13,83.6,433.2,8.8,0.95,2.5,141.4,15.2583333333,66.7083333333,0.0,0.0,0.0,0.0,33.7222222222,13.4888888889,no,pfingstferien,1,6,0
2017-06-14,273.4,210.0,18.09,424.87,10.94,51.34,12.7636363636,79.5,0.0,0.0,0.0,0.0,40.0,16.0,no,pfingstferien,2,6,0
2017-06-15,0.0,0.0,0.0,0.0,0.0,0.0,24.5714285714,57.0714285714,0.0,0.0,0.0714285714,1.0,42.0,16.8,Fronleichnam,pfingstferien,3,6,0
2017-06-16,709.8,882.6,37.4,0.0,9.46,230.4,19.6,57.875,0.0,0.0,0.0416666667,1.0,21.8333333333,8.7333333333,no,pfingstferien,4,6,0
2017-06-17,185.1,632.6,47.0,0.0,1.25,143.6,15.0625,68.125,0.0,0.0,0.0,0.0,19.2777777778,7.7111111111,no,pfingstferien,5,6,1
2017-06-18,487.0,1218.3,387.0,0.0,0.0,1142.75,16.8875,69.7916666667,0.0,0.0,0.0,0.0,38.8333333333,15.5333333333,no,no,6,6,1
2017-06-19,322.6,390.3,21.7,0.0,0.5,118.8,20.225,62.375,0.0,0.0,0.0,0.0,50.3333333333,20.1333333333,no,no,0,6,0
2017-06-20,301.3,543.2,4.5,255.15,0.0,71.64,22.175,58.5833333333,0.0,0.0,0.0,0.0,49.2222222222,19.6888888889,no,no,1,6,0
2017-06-21,212.3,191.8,13.9,0.0,2.9,20.1,23.8958333333,58.2916666667,0.0,0.0,0.0,0.0,43.7222222222,17.4888888889,no,no,2,6,0
2017-06-22,148.1,313.8,37.1,250.15,2.7,111.0,23.7541666667,63.25,0.0,0.0,0.0833333333,1.0,35.5555555556,14.2222222222,no,no,3,6,0
2017-06-23,208.4,359.8,5.0,0.0,22.78,89.25,21.6375,62.875,0.0,0.0,0.0,0.0,28.3888888889,11.3555555556,no,no,4,6,0
2017-06-24,223.6,433.9,45.7,0.0,3.7,46.75,18.9958333333,62.5,0.0,0.0,0.0,0.0,47.8333333333,19.1333333333,no,no,5,6,1
2017-06-25,0.0,0.0,0.0,0.0,0.0,0.0,19.0041666667,65.0416666667,0.0,0.0,0.0416666667,1.0,10.1111111111,4.0444444444,no,no,6,6,1
2017-06-26,134.7,275.5,10.9,216.45,34.2,15.19,21.35,62.0,0.0,0.0,0.0,0.0,29.8333333333,11.9333333333,no,no,0,6,0
2017-06-27,644.0,566.35,43.8,0.0,7.05,147.15,19.2916666667,75.75,0.225,5.4,0.1666666667,1.0,12.9444444444,5.1777777778,no,no,1,6,0
2017-06-28,201.5,256.3,18.3,2.4,8.0,76.39,19.1416666667,79.9583333333,0.3708333333,8.9,0.2916666667,1.0,21.9444444444,8.7777777778,no,no,2,6,0
2017-06-29,224.6,303.5,55.7,327.72,7.2,129.33,16.9541666667,87.2083333333,1.0958333333,26.3,0.6666666667,1.0,5.3333333333,2.1333333333,no,no,3,6,0
2017-06-30,505.8,308.2,12.9,0.0,9.03,91.6,16.9458333333,68.0833333333,0.0,0.0,0.0833333333,1.0,29.6666666667,11.8666666667,no,no,4,6,0
2017-07-01,329.4,210.3,12.9,0.0,0.0,158.1,15.7958333333,77.6666666667,0.05,1.2,0.5833333333,1.0,0.4444444444,0.1777777778,no,no,5,7,1
2017-07-02,0.0,0.0,0.0,0.0,0.0,0.0,16.7208333333,79.2916666667,0.0208333333,0.5,0.375,1.0,2.1111111111,0.8444444444,no,no,6,7,1
2017-07-03,717.3,393.1,48.3,191.7,6.9,78.8,17.5875,71.375,0.0,0.0,0.0833333333,1.0,27.1111111111,10.8444444444,no,no,0,7,0
2017-07-04,290.3,236.4,29.9,0.0,5.0,60.7,18.4125,68.0416666667,0.0,0.0,0.0,0.0,36.3888888889,14.5555555556,no,no,1,7,0
2017-07-05,250.8,456.6,27.7,0.0,48.92,115.74,20.0708333333,64.9583333333,0.0,0.0,0.0,0.0,46.3333333333,18.5333333333,no,no,2,7,0
2017-07-06,431.0,433.0,9.9,35.42,23.23,85.15,21.6916666667,67.9166666667,0.0791666667,1.9,0.1666666667,1.0,40.7222222222,16.2888888889,no,no,3,7,0
2017-07-07,354.55,298.9,64.2,0.0,19.53,157.6,21.8583333333,77.9583333333,0.5875,14.1,0.2916666667,1.0,28.8888888889,11.5555555556,no,no,4,7,0
2017-07-08,215.0,255.4,39.7,0.0,2.0,97.3,22.175,66.9583333333,0.0,0.0,0.0,0.0,42.8888888889,17.1555555556,no,no,5,7,1
2017-07-09,0.0,0.0,0.0,0.0,0.0,0.0,22.425,70.75,0.0,0.0,0.0,0.0,27.8333333333,11.1333333333,no,no,6,7,1
2017-07-10,227.2,197.4,2.5,384.15,13.7,12.2,21.425,78.875,0.05,1.2,0.3333333333,1.0,15.2222222222,6.0888888889,no,no,0,7,0
2017-07-11,126.5,388.2,144.3,0.0,23.7,38.9,18.45,81.125,0.4666666667,11.2,0.5,1.0,14.4444444444,5.7777777778,no,no,1,7,0
2017-07-12,280.8,295.7,9.9,0.0,10.8,94.7,17.3583333333,84.5833333333,0.5833333333,14.0,0.5833333333,1.0,6.0,2.4,no,no,2,7,0
2017-07-13,257.4,233.6,75.6,159.85,17.3,79.4,14.4583333333,67.3333333333,0.0,0.0,0.0,0.0,39.7777777778,15.9111111111,no,no,3,7,0
2017-07-14,328.5,118.4,50.9,0.0,4.9,120.56,15.1875,74.0833333333,0.3625,8.7,0.2083333333,1.0,19.1666666667,7.6666666667,no,no,4,7,0
2017-07-15,400.3,216.5,19.8,0.0,38.02,112.19,14.625,77.5,0.025,0.6,0.2916666667,1.0,10.0,4.0,no,no,5,7,1
2017-07-16,0.0,973.9,0.0,0.0,0.0,0.0,16.9166666667,73.25,0.0,0.0,0.0,0.0,25.4444444444,10.1777777778,no,no,6,7,1
2017-07-17,366.6,476.6,0.0,104.1,11.85,31.39,20.1166666667,74.875,0.0,0.0,0.1666666667,1.0,19.6111111111,7.8444444444,no,no,0,7,0
2017-07-18,155.6,57.4,41.4,0.0,16.48,2.29,21.55,71.5833333333,0.0,0.0,0.0,0.0,44.2777777778,17.7111111111,no,no,1,7,0
2017-07-19,215.6,118.6,2.5,0.0,21.15,63.35,24.3208333333,65.5833333333,0.0,0.0,0.0,0.0,43.0,17.2,no,no,2,7,0
2017-07-20,309.5,102.1,0.0,142.85,41.95,22.59,20.0708333333,83.875,0.4208333333,10.1,0.3333333333,1.0,18.3333333333,7.3333333333,no,no,3,7,0
2017-07-21,379.4,146.7,13.9,0.0,13.0,24.25,21.2083333333,71.9583333333,0.0,0.0,0.0,0.0,35.3888888889,14.1555555556,no,no,4,7,0
2017-07-22,287.3,98.4,17.4,0.0,23.9,19.5,21.3666666667,73.3333333333,0.0125,0.3,0.125,1.0,27.0,10.8,no,no,5,7,1
2017-07-23,0.0,0.0,0.0,0.0,0.0,0.0,18.8416666667,69.7916666667,0.0125,0.3,0.125,1.0,22.7222222222,9.0888888889,no,no,6,7,1
2017-07-24,334.3,157.9,5.9,355.93,25.12,58.43,15.4458333333,79.5833333333,0.0875,2.1,0.2083333333,1.0,6.0555555556,2.4222222222,no,no,0,7,0
2017-07-25,630.6,175.5,9.9,0.0,19.15,105.24,13.6458333333,89.2916666667,0.7041666667,16.9,0.7083333333,1.0,0.0,0.0,no,no,1,7,0
2017-07-26,178.3,220.2,78.7,0.0,15.25,83.2,14.0708333333,93.5,0.9916666667,23.8,0.7916666667,1.0,0.0,0.0,no,no,2,7,0
2017-07-27,237.9,151.3,33.7,120.35,18.3,172.55,16.3541666667,90.0,0.0291666667,0.7,0.4166666667,1.0,2.6111111111,1.0444444444,no,no,3,7,0
2017-07-28,423.6,156.9,137.6,0.0,14.7,103.35,17.6,75.0416666667,0.0166666667,0.4,0.0416666667,1.0,24.7777777778,9.9111111111,no,no,4,7,0
2017-07-29,183.9,77.7,87.6,0.0,19.79,56.65,19.7333333333,73.7083333333,0.0,0.0,0.0833333333,1.0,32.3888888889,12.9555555556,no,sommerferien,5,7,1
2017-07-30,0.0,0.0,0.0,0.0,0.0,0.0,21.5375,75.0416666667,0.0083333333,0.2,0.0833333333,1.0,31.3888888889,12.5555555556,no,sommerferien,6,7,1
2017-07-31,161.8,162.2,22.8,98.57,1.5,34.2,20.6166666667,84.5833333333,0.7083333333,17.0,0.2083333333,1.0,28.5,11.4,no,sommerferien,0,7,0
2017-08-01,803.4,83.6,44.8,0.0,22.5,35.25,23.2125,75.375,0.1125,2.7,0.2916666667,1.0,26.2777777778,10.5111111111,no,sommerferien,1,8,0
2017-08-02,310.0,87.3,47.3,0.0,20.44,42.95,21.5333333333,84.5,0.0,0.0,0.0,0.0,13.6111111111,5.4444444444,no,sommerferien,2,8,0
2017-08-03,81.5,83.6,5.9,211.15,21.94,196.53,20.0625,90.8333333333,0.425,10.2,0.2083333333,1.0,8.4444444444,3.3777777778,no,sommerferien,3,8,0
2017-08-04,288.5,17.0,71.9,0.0,50.65,135.14,19.8458333333,79.0,0.0,0.0,0.2083333333,1.0,15.4444444444,6.1777777778,no,sommerferien,4,8,0
2017-08-05,230.0,240.9,31.5,0.0,24.72,0.0,19.7416666667,75.7083333333,0.0125,0.3,0.1666666667,1.0,18.0555555556,7.2222222222,no,sommerferien,5,8,1
2017-08-06,0.0,0.0,0.0,0.0,0.0,0.0,16.0125,76.1666666667,0.0,0.0,0.0,0.0,29.6111111111,11.8444444444,no,sommerferien,6,8,1
2017-08-07,218.4,190.6,23.8,288.95,15.3,87.99,16.1541666667,74.5,0.0,0.0,0.0,0.0,42.8333333333,17.1333333333,no,sommerferien,0,8,0
2017-08-08,142.1,175.6,19.5,0.0,14.9,7.9,18.2125,77.875,0.0083333333,0.2,0.125,1.0,29.0555555556,11.6222222222,no,sommerferien,1,8,0
2017-08-09,142.8,84.1,22.4,0.0,24.22,41.75,19.7666666667,65.9166666667,0.0166666667,0.4,0.2083333333,1.0,28.0555555556,11.2222222222,no,sommerferien,2,8,0
2017-08-10,139.7,109.4,15.9,93.3,18.6,79.7,16.5625,86.7083333333,0.2416666667,5.8,0.4166666667,1.0,0.0,0.0,no,sommerferien,3,8,0
2017-08-11,296.6,168.3,92.2,0.0,18.35,174.15,14.3916666667,93.125,0.2583333333,6.2,0.5833333333,1.0,0.0,0.0,no,sommerferien,4,8,0
2017-08-12,218.9,59.7,4.0,0.0,26.1,41.7,14.775,83.0416666667,0.0083333333,0.2,0.5,1.0,2.2222222222,0.8888888889,no,sommerferien,5,8,1
2017-08-13,0.0,0.0,0.0,0.0,0.0,0.0,16.6333333333,85.5,0.025,0.6,0.2916666667,1.0,14.5555555556,5.8222222222,no,sommerferien,6,8,1
2017-08-14,367.6,213.0,125.2,137.35,45.8,51.64,18.7291666667,75.125,0.0,0.0,0.0,0.0,41.9444444444,16.7777777778,no,sommerferien,0,8,0
2017-08-15,0.0,0.0,0.0,0.0,0.0,0.0,20.2083333333,76.9583333333,0.0958333333,2.3,0.0833333333,1.0,31.2777777778,12.5111111111,Mariä Himmelfahrt,sommerferien,1,8,0
2017-08-16,274.7,166.4,108.7,0.0,7.4,55.1,19.4625,81.7916666667,0.0833333333,2.0,0.1666666667,1.0,21.0555555556,8.4222222222,no,sommerferien,2,8,0
2017-08-17,223.5,214.5,5.5,176.65,7.07,22.25,20.0458333333,82.0416666667,0.2666666667,6.4,0.125,1.0,23.1666666667,9.2666666667,no,sommerferien,3,8,0
2017-08-18,701.55,3.9,15.0,0.0,34.95,157.0,20.4708333333,82.0,0.2208333333,5.3,0.2916666667,1.0,20.7222222222,8.2888888889,no,sommerferien,4,8,0
2017-08-19,267.4,39.8,31.9,0.0,10.05,17.4,15.7833333333,78.5833333333,0.0125,0.3,0.2083333333,1.0,23.8333333333,9.5333333333,no,sommerferien,5,8,1
2017-08-20,0.0,0.0,0.0,0.0,0.0,0.0,14.7,73.7083333333,0.0,0.0,0.0,0.0,29.7222222222,11.8888888889,no,sommerferien,6,8,1
2017-08-21,119.5,136.4,94.4,1322.12,28.5,65.29,13.5666666667,78.2083333333,0.0,0.0,0.0,0.0,22.8333333333,9.1333333333,no,sommerferien,0,8,0
2017-08-22,151.2,96.1,0.0,0.0,16.1,14.73,13.6375,77.875,0.0,0.0,0.0,0.0,24.5555555556,9.8222222222,no,sommerferien,1,8,0
2017-08-23,182.0,23.8,53.1,0.0,28.6,14.9,15.7166666667,73.8333333333,0.0,0.0,0.0,0.0,41.4444444444,16.5777777778,no,sommerferien,2,8,0
2017-08-24,225.8,37.8,147.1,114.0,21.15,20.75,17.425,79.5,0.0,0.0,0.0,0.0,15.6111111111,6.2444444444,no,sommerferien,3,8,0
2017-08-25,386.5,145.3,31.7,0.0,12.61,71.4,19.2625,76.5416666667,0.1875,4.5,0.0833333333,1.0,32.8333333333,13.1333333333,no,sommerferien,4,8,0
2017-08-26,268.2,36.9,61.0,0.0,22.0,51.9,21.0083333333,81.9166666667,0.05,1.2,0.125,1.0,30.6111111111,12.2444444444,no,sommerferien,5,8,1
2017-08-27,0.0,0.0,0.0,0.0,0.0,0.0,19.9166666667,78.1666666667,0.0,0.0,0.0,0.0,16.9444444444,6.7777777778,no,sommerferien,6,8,1
2017-08-28,137.1,103.5,136.0,95.2,47.75,69.1,18.5916666667,72.875,0.0,0.0,0.0416666667,1.0,41.7222222222,16.6888888889,no,sommerferien,0,8,0
2017-08-29,282.0,0.0,27.3,0.0,16.98,109.64,18.5083333333,76.9583333333,0.0,0.0,0.0,0.0,40.7777777778,16.3111111111,no,sommerferien,1,8,0
2017-08-30,195.9,49.2,55.6,0.0,17.45,119.33,21.1791666667,75.4166666667,0.4125,9.9,0.0833333333,1.0,31.8888888889,12.7555555556,no,sommerferien,2,8,0
2017-08-31,343.8,53.7,148.3,171.59,20.4,117.81,18.025,90.125,0.6291666667,15.1,0.5833333333,1.0,7.2222222222,2.8888888889,no,sommerferien,3,8,0
2017-09-01,455.1,95.7,72.2,0.0,28.03,67.05,14.1291666667,83.6666666667,0.0,0.0,0.0,0.0,0.9444444444,0.3777777778,no,sommerferien,4,9,0
2017-09-02,201.8,85.8,22.8,0.0,5.5,28.5,11.7041666667,87.625,0.0416666667,1.0,0.2083333333,1.0,3.1666666667,1.2666666667,no,sommerferien,5,9,1
2017-09-03,0.0,0.0,0.0,0.0,0.0,0.0,11.7208333333,83.6666666667,0.0125,0.3,0.0833333333,1.0,21.8888888889,8.7555555556,no,sommerferien,6,9,1
2017-09-04,202.7,91.4,84.2,110.7,13.0,14.4,11.9833333333,81.625,0.0,0.0,0.0,0.0,26.1111111111,10.4444444444,no,sommerferien,0,9,0
2017-09-05,306.0,137.9,94.7,0.0,17.84,86.65,14.1166666667,84.5416666667,0.0,0.0,0.0,0.0,11.6666666667,4.6666666667,no,sommerferien,1,9,0
2017-09-06,122.6,29.8,21.4,0.0,16.8,31.5,17.2541666667,75.4583333333,0.0041666667,0.1,0.2083333333,1.0,16.0,6.4,no,sommerferien,2,9,0
2017-09-07,156.5,115.7,16.9,24.35,8.15,38.9,13.2166666667,77.7916666667,0.0041666667,0.1,0.0833333333,1.0,5.2222222222,2.0888888889,no,sommerferien,3,9,0
2017-09-08,425.4,43.9,59.2,0.0,36.05,140.75,13.8125,77.4166666667,0.0,0.0,0.0,0.0,3.2777777778,1.3111111111,no,sommerferien,4,9,0
2017-09-09,247.0,84.7,0.0,0.0,24.45,2.25,13.1,89.8333333333,0.1708333333,4.1,0.5833333333,1.0,0.0,0.0,no,sommerferien,5,9,1
2017-09-10,0.0,0.0,0.0,0.0,0.0,0.0,13.9166666667,83.125,0.0,0.0,0.0416666667,1.0,21.3888888889,8.5555555556,no,sommerferien,6,9,1
2017-09-11,145.4,97.7,65.0,0.0,24.75,52.2,11.9791666667,83.9166666667,0.0041666667,0.1,0.2916666667,1.0,7.7222222222,3.0888888889,no,sommerferien,0,9,0
2017-09-12,89.8,79.6,91.4,0.0,12.6,36.03,11.9666666667,83.2916666667,0.0666666667,1.6,0.2916666667,1.0,10.6666666667,4.2666666667,no,sommerferien,1,9,0
2017-09-13,144.4,19.9,120.2,0.0,19.3,178.5,13.5125,81.25,0.5958333333,14.3,0.5416666667,1.0,0.0,0.0,no,no,2,9,0
2017-09-14,188.8,66.5,55.9,116.35,17.47,105.15,11.2083333333,89.3333333333,0.7583333333,18.2,0.875,1.0,4.7222222222,1.8888888889,no,no,3,9,0
2017-09-15,282.6,42.7,93.7,0.0,42.37,71.2,11.3,81.0416666667,0.025,0.6,0.0833333333,1.0,16.7222222222,6.6888888889,no,no,4,9,0
2017-09-16,145.5,72.2,15.4,0.0,0.0,96.5,8.8041666667,87.2916666667,0.0083333333,0.2,0.125,1.0,10.6666666667,4.2666666667,no,no,5,9,1
2017-09-17,0.0,0.0,0.0,0.0,0.0,0.0,10.025,84.5,0.0,0.0,0.2083333333,1.0,12.2222222222,4.8888888889,no,no,6,9,1
2017-09-18,228.3,45.4,74.2,0.0,7.55,91.56,9.7791666667,87.875,0.1291666667,3.1,0.3333333333,1.0,7.3888888889,2.9555555556,no,no,0,9,0
2017-09-19,265.1,166.0,46.8,0.0,11.45,48.19,9.9458333333,84.7916666667,0.0,0.0,0.0,0.0,12.8333333333,5.1333333333,no,no,1,9,0
2017-09-20,148.2,39.8,9.9,0.0,18.65,47.93,10.0875,88.5416666667,0.0041666667,0.1,0.2083333333,1.0,3.8888888889,1.5555555556,no,no,2,9,0
2017-09-21,103.2,3.0,53.3,103.0,3.7,62.54,9.6791666667,86.375,0.0,0.0,0.0,0.0,20.6111111111,8.2444444444,no,no,3,9,0
2017-09-22,279.2,67.1,75.3,0.0,16.85,31.68,9.3541666667,85.75,0.0,0.0,0.0416666667,1.0,13.1666666667,5.2666666667,no,no,4,9,0
2017-09-23,175.8,4.2,34.6,0.0,8.08,25.25,11.7541666667,83.5833333333,0.0,0.0,0.0,0.0,18.6111111111,7.4444444444,no,no,5,9,1
2017-09-24,0.0,0.0,0.0,0.0,0.0,0.0,11.8458333333,82.4166666667,0.0,0.0,0.0416666667,1.0,9.1666666667,3.6666666667,no,no,6,9,1
2017-09-25,136.8,12.0,36.2,0.0,7.4,76.73,10.1125,88.25,0.0,0.0,0.0,0.0,4.4444444444,1.7777777778,no,no,0,9,0
2017-09-26,140.1,91.6,12.8,0.0,10.5,68.87,11.4541666667,86.4166666667,0.0,0.0,0.0,0.0,20.1111111111,8.0444444444,no,no,1,9,0
2017-09-27,270.6,39.8,52.7,0.0,10.75,28.9,12.0208333333,88.2916666667,0.0041666667,0.1,0.1666666667,1.0,8.0,3.2,no,no,2,9,0
2017-09-28,213.2,24.7,1.5,2.35,4.95,54.6,12.9208333333,87.4166666667,0.0,0.0,0.0,0.0,9.0555555556,3.6222222222,no,no,3,9,0
2017-09-29,256.2,7.8,46.1,0.0,49.4,229.45,13.0666666667,92.875,0.0541666667,1.3,0.25,1.0,0.3333333333,0.1333333333,no,no,4,9,0
2017-09-30,189.5,43.8,21.4,0.0,7.65,34.4,14.7416666667,85.4166666667,0.3,7.2,0.1666666667,1.0,7.4444444444,2.9777777778,no,no,5,9,1
2017-10-01,0.0,0.0,0.0,0.0,0.0,0.0,11.2791666667,88.5,0.0875,2.1,0.25,1.0,3.6111111111,1.4444444444,no,no,6,10,1
2017-10-02,252.8,59.1,104.2,0.0,21.7,74.25,11.2791666667,91.5416666667,0.05,1.2,0.5416666667,1.0,2.7222222222,1.0888888889,no,no,0,10,0
2017-10-03,0.0,0.0,0.0,0.0,0.0,0.0,11.7541666667,88.0833333333,0.5291666667,12.7,0.5416666667,1.0,9.6666666667,3.8666666667,Tag der Deutschen Einheit,no,1,10,0
2017-10-04,200.1,63.28,124.9,0.0,12.24,119.87,10.8375,82.0416666667,0.0,0.0,0.0,0.0,9.0,3.6,no,no,2,10,0
2017-10-05,303.8,23.5,41.6,0.0,36.25,67.8,12.2625,74.875,0.0375,0.9,0.2916666667,1.0,1.3888888889,0.5555555556,no,no,3,10,0
2017-10-06,485.3,43.0,67.2,0.0,26.45,88.69,9.5625,80.9583333333,0.0208333333,0.5,0.375,1.0,4.1111111111,1.6444444444,no,no,4,10,0
2017-10-07,120.0,0.0,29.8,0.0,5.62,15.15,10.2583333333,78.25,0.0166666667,0.4,0.4583333333,1.0,0.4444444444,0.1777777778,no,no,5,10,1
2017-10-08,0.0,0.0,0.0,0.0,0.0,0.0,10.7583333333,88.75,0.1958333333,4.7,0.5833333333,1.0,1.2222222222,0.4888888889,no,no,6,10,1
2017-10-09,228.1,75.0,63.1,0.0,1.2,45.5,9.7125,86.625,0.025,0.6,0.25,1.0,8.4444444444,3.3777777778,no,no,0,10,0
2017-10-10,200.4,44.1,35.1,0.0,2.6,35.72,11.4583333333,92.125,0.0375,0.9,0.625,1.0,0.0,0.0,no,no,1,10,0
2017-10-11,234.9,45.8,103.0,0.0,19.64,128.08,12.9041666667,85.625,0.0,0.0,0.0,0.0,3.2777777778,1.3111111111,no,no,2,10,0
2017-10-12,473.3,35.7,102.8,0.0,21.55,62.65,12.6958333333,84.0833333333,0.0,0.0,0.0416666667,1.0,8.5,3.4,no,no,3,10,0
2017-10-13,377.8,129.7,134.7,0.0,7.45,72.23,12.8041666667,87.7916666667,0.0041666667,0.1,0.0833333333,1.0,6.7222222222,2.6888888889,no,no,4,10,0
2017-10-14,163.5,148.8,20.4,0.0,46.38,64.1,14.0333333333,83.0833333333,0.0,0.0,0.0,0.0,20.9444444444,8.3777777778,no,no,5,10,1
2017-10-15,0.0,0.0,0.0,0.0,0.0,0.0,12.0,86.1666666667,0.0,0.0,0.0,0.0,25.6111111111,10.2444444444,no,no,6,10,1
2017-10-16,240.1,65.1,105.2,0.0,50.7,172.98,11.9958333333,85.3333333333,0.0,0.0,0.0,0.0,29.6666666667,11.8666666667,no,no,0,10,0
2017-10-17,170.5,7.0,112.3,0.0,7.1,44.15,11.6958333333,85.1666666667,0.0,0.0,0.0,0.0,29.6111111111,11.8444444444,no,no,1,10,0
2017-10-18,177.5,29.7,48.9,0.0,12.95,35.15,10.675,90.3333333333,0.0,0.0,0.0,0.0,17.7777777778,7.1111111111,no,no,2,10,0
2017-10-19,290.2,14.4,109.4,0.0,17.46,46.04,10.1833333333,89.6666666667,0.0,0.0,0.0,0.0,15.0555555556,6.0222222222,no,no,3,10,0
2017-10-20,280.5,9.0,118.4,0.0,19.9,55.5,11.9916666667,83.2083333333,0.0,0.0,0.2916666667,1.0,3.8333333333,1.5333333333,no,no,4,10,0
2017-10-21,300.5,0.0,19.1,0.0,11.25,12.29,11.8625,87.2083333333,0.175,4.2,0.3333333333,1.0,5.0555555556,2.0222222222,no,no,5,10,1
2017-10-22,0.0,0.0,0.0,0.0,0.0,0.0,9.8708333333,81.2916666667,0.0583333333,1.4,0.4583333333,1.0,4.8333333333,1.9333333333,no,no,6,10,1
2017-10-23,196.5,22.9,62.8,0.0,24.3,37.39,8.825,87.3333333333,0.0291666667,0.7,0.5416666667,1.0,0.0,0.0,no,no,0,10,0
2017-10-24,374.2,79.6,101.3,0.0,15.11,23.65,11.2083333333,88.9166666667,0.0041666667,0.1,0.2083333333,1.0,0.0,0.0,no,no,1,10,0
2017-10-25,569.8,1.2,159.0,0.0,31.05,83.15,12.175,92.9583333333,0.0208333333,0.5,0.4166666667,1.0,0.0,0.0,no,no,2,10,0
2017-10-26,447.2,0.0,39.1,0.0,20.78,18.4,11.0166666667,93.8333333333,0.0,0.0,0.0,0.0,0.0555555556,0.0222222222,no,no,3,10,0
2017-10-27,807.6,0.0,75.3,0.0,14.85,99.35,10.675,80.375,0.2208333333,5.3,0.5833333333,1.0,7.0555555556,2.8222222222,no,no,4,10,0
2017-10-28,819.7,0.0,41.6,0.0,16.6,105.55,8.8375,77.125,0.0666666667,1.6,0.25,1.0,0.3888888889,0.1555555556,no,no,5,10,1
